phy_fitness,diet_pref,act_level,sleep_hrs,mindfulness,career,gender,daily_avg_steps,daily_avg_calories,is_healthy
4,Non-Vegetarian,Lightly Active,7,10,Freelancer,0,9635,2435,1
2,Keto,Sedentary,8,9,Freelancer,0,1896,1873,0
6,Pescatarian,Lightly Active,9,9,Scientist,1,7603,2556,1
8,Vegan,Active,6,1,Engineer,1,13531,2900,0
5,Vegan,Lightly Active,5,5,Manager,0,6648,2100,0
5,Vegan,Lightly Active,6,3,Doctor,1,6749,1812,0
9,Keto,Highly Active,7,9,Business,0,17008,3797,1
5,Pescatarian,Lightly Active,6,5,Teacher,0,7789,2113,0
6,Non-Vegetarian,Lightly Active,5,8,Teacher,1,7666,1952,0
10,Keto,Highly Active,8,6,Scientist,1,16683,3635,1
2,Pescatarian,Sedentary,5,6,Scientist,0,1207,1983,0
7,Vegan,Active,6,7,Engineer,0,12534,2593,1
5,Pescatarian,Lightly Active,9,10,Manager,1,6544,2329,1
4,Vegan,Lightly Active,6,1,Manager,0,5421,1878,0
9,Non-Vegetarian,Highly Active,9,5,Scientist,1,16743,3997,1
4,Keto,Lightly Active,5,6,Lawyer,0,8082,2488,0
3,Vegan,Sedentary,8,5,Scientist,0,4429,1746,0
6,Keto,Lightly Active,6,2,Nurse,1,6887,2267,0
10,Vegan,Highly Active,9,7,Scientist,1,17628,3088,1
10,Vegetarian,Highly Active,8,8,Nurse,0,16842,3801,1
3,Non-Vegetarian,Sedentary,9,5,Doctor,1,3307,1804,0
7,Vegetarian,Active,8,10,Scientist,1,12043,2293,1
6,Vegetarian,Lightly Active,8,5,Scientist,1,6553,2000,0
6,Keto,Lightly Active,9,1,Freelancer,1,6441,2558,0
4,Non-Vegetarian,Lightly Active,6,2,Freelancer,1,7340,2036,0
2,Vegan,Sedentary,9,7,Scientist,1,1613,1500,0
10,Pescatarian,Highly Active,9,8,Teacher,1,18950,2983,1
8,Keto,Active,7,2,Lawyer,1,12088,2790,0
3,Pescatarian,Sedentary,7,6,Doctor,1,1159,1985,0
10,Vegetarian,Highly Active,8,2,Nurse,0,15738,3677,1
3,Pescatarian,Sedentary,7,6,Nurse,1,4810,1633,0
7,Vegetarian,Active,6,2,Manager,1,13498,2570,0
2,Keto,Sedentary,9,6,Manager,1,3513,1824,0
2,Vegetarian,Sedentary,5,7,Engineer,0,4712,1723,0
7,Vegan,Active,9,6,Engineer,1,12952,2194,1
10,Pescatarian,Highly Active,8,7,Business,1,19789,3070,1
8,Vegan,Active,5,1,Nurse,1,14912,2564,0
8,Keto,Active,6,6,Doctor,0,14123,2454,1
2,Keto,Sedentary,7,7,Artist,0,2877,1794,0
6,Keto,Lightly Active,8,9,Nurse,1,5530,2236,1
2,Non-Vegetarian,Sedentary,7,7,Artist,1,2005,1676,0
2,Vegan,Sedentary,7,5,Freelancer,1,1610,1688,0
1,Keto,Sedentary,8,4,Lawyer,0,4118,1725,0
3,Pescatarian,Sedentary,9,7,Doctor,0,3629,1671,0
8,Vegetarian,Active,7,6,Nurse,0,12374,2444,1
7,Vegetarian,Active,8,2,Teacher,0,14088,2587,0
9,Non-Vegetarian,Highly Active,9,4,Doctor,1,19088,3862,1
10,Vegetarian,Highly Active,6,6,Freelancer,0,19745,2940,1
3,Vegan,Sedentary,5,10,Freelancer,0,4995,1523,0
5,Vegan,Lightly Active,5,9,Artist,1,5830,1754,0
3,Vegan,Sedentary,8,1,Doctor,1,3458,1525,0
6,Vegetarian,Lightly Active,6,2,Scientist,1,7687,1984,0
1,Vegan,Sedentary,5,5,Lawyer,0,4612,1500,0
8,Vegetarian,Active,8,3,Manager,0,10913,2587,0
2,Vegetarian,Sedentary,9,4,Engineer,1,1617,1677,0
4,Pescatarian,Lightly Active,6,9,Artist,1,6687,2031,0
3,Vegetarian,Sedentary,5,5,Lawyer,0,1951,1820,0
2,Vegetarian,Sedentary,7,1,Manager,0,4401,1537,0
7,Pescatarian,Active,8,7,Artist,1,13955,3081,1
9,Keto,Highly Active,9,8,Business,1,18276,3981,1
4,Pescatarian,Lightly Active,8,10,Scientist,0,5173,1987,1
1,Pescatarian,Sedentary,7,8,Lawyer,1,1040,1907,0
1,Pescatarian,Sedentary,7,10,Engineer,0,4320,2057,0
7,Vegetarian,Active,8,7,Scientist,1,10006,2669,1
10,Pescatarian,Highly Active,9,8,Engineer,0,19427,3604,1
6,Vegan,Lightly Active,6,1,Nurse,1,9655,2204,0
8,Vegetarian,Active,8,4,Lawyer,0,10717,2485,0
1,Pescatarian,Sedentary,5,2,Manager,1,2776,2012,0
1,Vegan,Sedentary,9,8,Business,0,1953,1861,0
6,Vegan,Lightly Active,5,6,Nurse,1,9904,1919,0
5,Keto,Lightly Active,5,9,Teacher,0,6846,2153,0
9,Vegetarian,Highly Active,7,9,Manager,1,18827,3019,1
7,Vegan,Active,6,3,Nurse,1,11856,2363,0
1,Non-Vegetarian,Sedentary,5,10,Lawyer,0,3273,1511,0
9,Pescatarian,Highly Active,7,4,Business,1,19797,4025,1
3,Pescatarian,Sedentary,8,7,Engineer,1,3346,1929,0
8,Pescatarian,Active,8,10,Lawyer,1,14475,2984,1
3,Vegetarian,Sedentary,9,3,Artist,1,1732,1670,0
8,Pescatarian,Active,9,7,Manager,1,10820,2649,1
4,Non-Vegetarian,Lightly Active,9,9,Manager,1,6731,2441,1
10,Vegan,Highly Active,7,1,Teacher,1,16424,2899,0
7,Keto,Active,9,1,Business,1,11311,2842,0
1,Pescatarian,Sedentary,7,6,Nurse,0,2332,1788,0
4,Pescatarian,Lightly Active,6,3,Freelancer,0,6822,2450,0
8,Keto,Active,8,10,Business,0,13441,2676,1
7,Non-Vegetarian,Active,6,3,Business,1,13124,2435,0
6,Vegetarian,Lightly Active,6,7,Manager,1,5871,1909,0
4,Keto,Lightly Active,5,8,Engineer,1,7759,2547,0
10,Pescatarian,Highly Active,8,3,Engineer,1,19719,3774,1
6,Vegetarian,Lightly Active,9,7,Engineer,0,8996,1970,1
6,Pescatarian,Lightly Active,9,2,Lawyer,0,6334,2453,0
10,Vegetarian,Highly Active,5,10,Lawyer,1,17995,3501,1
4,Non-Vegetarian,Lightly Active,7,10,Teacher,1,5821,2421,0
4,Non-Vegetarian,Lightly Active,7,9,Manager,1,5689,2388,0
8,Pescatarian,Active,6,7,Engineer,1,10050,2536,1
1,Non-Vegetarian,Sedentary,7,1,Business,1,2423,1841,0
9,Non-Vegetarian,Highly Active,9,9,Engineer,0,19674,3872,1
10,Vegan,Highly Active,7,8,Business,0,19400,3847,1
3,Pescatarian,Sedentary,6,10,Doctor,0,4161,1638,0
5,Keto,Lightly Active,9,9,Artist,0,8247,2354,1
1,Keto,Sedentary,8,9,Freelancer,1,2442,1723,0
5,Vegan,Lightly Active,7,6,Freelancer,1,7392,2304,0
3,Keto,Sedentary,7,10,Manager,1,1749,1987,0
6,Vegan,Lightly Active,9,4,Nurse,1,5456,2051,0
5,Vegetarian,Lightly Active,6,8,Artist,0,6633,2148,0
1,Pescatarian,Sedentary,6,10,Doctor,0,2777,2032,0
6,Vegan,Lightly Active,5,5,Lawyer,1,9978,2344,0
8,Keto,Active,8,2,Lawyer,1,10944,3180,0
4,Vegetarian,Lightly Active,8,4,Nurse,1,5217,2394,0
3,Keto,Sedentary,9,4,Engineer,1,3938,1724,0
4,Pescatarian,Lightly Active,9,2,Freelancer,1,5835,2517,0
9,Non-Vegetarian,Highly Active,5,5,Artist,1,19858,3027,1
3,Vegetarian,Sedentary,9,9,Scientist,0,3070,1588,0
5,Keto,Lightly Active,7,1,Artist,1,8079,2278,0
7,Pescatarian,Active,7,5,Nurse,1,12447,2320,0
1,Vegan,Sedentary,7,3,Business,1,4402,1826,0
9,Vegetarian,Highly Active,7,8,Scientist,1,16936,3706,1
8,Non-Vegetarian,Active,9,1,Manager,1,13097,2548,0
1,Vegan,Sedentary,7,4,Doctor,1,2217,1500,0
6,Vegetarian,Lightly Active,6,9,Artist,0,5874,1845,0
5,Non-Vegetarian,Lightly Active,9,9,Business,1,8114,1842,1
7,Pescatarian,Active,7,3,Freelancer,0,12093,3030,0
4,Keto,Lightly Active,7,1,Engineer,0,7723,2106,0
9,Vegetarian,Highly Active,6,9,Nurse,1,15628,3829,1
10,Pescatarian,Highly Active,5,2,Doctor,0,16803,3272,0
2,Pescatarian,Sedentary,6,8,Engineer,0,4410,2096,0
3,Non-Vegetarian,Sedentary,9,6,Engineer,1,3530,1744,0
5,Vegan,Lightly Active,9,1,Freelancer,1,9454,1728,0
6,Vegetarian,Lightly Active,6,7,Business,0,8202,1876,0
6,Pescatarian,Lightly Active,6,3,Doctor,0,6536,2373,0
5,Non-Vegetarian,Lightly Active,6,7,Teacher,1,6791,1916,0
9,Non-Vegetarian,Highly Active,7,3,Scientist,1,19381,3786,1
7,Vegan,Active,7,3,Engineer,0,12813,2471,0
6,Vegan,Lightly Active,7,6,Freelancer,1,5225,2355,0
1,Vegetarian,Sedentary,8,3,Artist,1,3998,1650,0
2,Non-Vegetarian,Sedentary,5,7,Lawyer,0,3361,1844,0
1,Non-Vegetarian,Sedentary,7,2,Teacher,1,2315,1920,0
9,Pescatarian,Highly Active,7,8,Scientist,0,16265,3870,1
9,Keto,Highly Active,6,9,Artist,1,15197,3609,1
3,Vegetarian,Sedentary,8,5,Scientist,0,1599,1500,0
5,Keto,Lightly Active,5,9,Business,0,5757,2199,0
4,Pescatarian,Lightly Active,9,5,Lawyer,1,5366,2344,0
6,Vegan,Lightly Active,8,10,Lawyer,1,5644,2276,1
2,Keto,Sedentary,5,5,Manager,0,1741,2179,0
7,Vegetarian,Active,9,6,Manager,0,11861,2454,1
9,Keto,Highly Active,6,4,Freelancer,0,15440,4188,1
4,Vegan,Lightly Active,6,4,Freelancer,0,7203,2351,0
8,Vegan,Active,6,6,Doctor,0,11751,2883,1
3,Pescatarian,Sedentary,7,10,Scientist,0,3953,1865,0
6,Vegan,Lightly Active,8,7,Artist,0,7096,2298,0
3,Non-Vegetarian,Sedentary,7,5,Doctor,1,3400,1813,0
3,Vegan,Sedentary,9,4,Teacher,1,4870,1830,0
10,Pescatarian,Highly Active,5,4,Nurse,0,19236,3495,1
6,Vegan,Lightly Active,6,2,Teacher,0,8577,2248,0
2,Pescatarian,Sedentary,9,4,Artist,0,1537,1787,0
8,Pescatarian,Active,5,4,Scientist,1,14288,2450,0
4,Vegetarian,Lightly Active,5,5,Doctor,1,8555,2133,0
8,Vegetarian,Active,8,5,Scientist,0,12283,2488,1
4,Non-Vegetarian,Lightly Active,7,9,Scientist,0,5126,1919,0
4,Vegetarian,Lightly Active,9,7,Doctor,1,9141,1889,0
4,Pescatarian,Lightly Active,8,7,Manager,1,7154,2215,0
3,Pescatarian,Sedentary,8,8,Freelancer,0,1618,1734,0
8,Non-Vegetarian,Active,5,8,Artist,0,13031,2978,1
9,Keto,Highly Active,7,8,Business,0,18411,3557,1
2,Vegan,Sedentary,6,6,Teacher,1,4246,1728,0
1,Non-Vegetarian,Sedentary,6,1,Manager,1,2980,1940,0
7,Pescatarian,Active,5,8,Lawyer,1,12147,2961,1
1,Pescatarian,Sedentary,8,3,Business,1,3384,1632,0
7,Non-Vegetarian,Active,6,10,Doctor,0,11272,2891,1
8,Vegan,Active,7,9,Engineer,1,13809,2128,1
8,Keto,Active,8,1,Freelancer,1,10860,3170,0
3,Vegetarian,Sedentary,5,10,Doctor,0,4673,1706,0
7,Vegetarian,Active,5,2,Freelancer,1,12970,2294,0
9,Pescatarian,Highly Active,5,5,Doctor,0,19335,3634,1
1,Keto,Sedentary,5,3,Freelancer,1,1270,1814,0
2,Pescatarian,Sedentary,7,5,Nurse,1,1045,2001,0
2,Non-Vegetarian,Sedentary,6,4,Artist,1,3250,1670,0
3,Non-Vegetarian,Sedentary,5,8,Teacher,1,3756,1552,0
8,Non-Vegetarian,Active,8,2,Artist,1,13893,2789,0
3,Non-Vegetarian,Sedentary,6,5,Manager,1,3678,1735,0
10,Pescatarian,Highly Active,8,10,Scientist,0,17570,3491,1
1,Non-Vegetarian,Sedentary,6,10,Business,1,3832,1800,0
6,Vegan,Lightly Active,8,3,Manager,1,5572,2019,0
9,Pescatarian,Highly Active,6,6,Artist,1,17032,4082,1
4,Keto,Lightly Active,7,7,Engineer,0,8402,2412,0
3,Pescatarian,Sedentary,7,8,Teacher,1,1199,1806,0
2,Keto,Sedentary,6,3,Manager,0,4600,1760,0
1,Vegan,Sedentary,9,1,Doctor,1,3625,1629,0
2,Pescatarian,Sedentary,6,9,Lawyer,1,4330,2001,0
8,Vegan,Active,5,10,Lawyer,0,14931,2540,1
5,Vegetarian,Lightly Active,5,4,Manager,1,8013,2097,0
1,Non-Vegetarian,Sedentary,6,3,Manager,1,4809,1811,0
1,Vegetarian,Sedentary,7,4,Lawyer,0,3530,1673,0
4,Vegan,Lightly Active,5,3,Artist,0,5264,2146,0
7,Pescatarian,Active,5,9,Engineer,1,11181,,1
5,Keto,Lightly Active,5,9,Engineer,1,6276,2226,0
9,Pescatarian,Highly Active,5,5,Freelancer,1,18638,3050,1
9,Non-Vegetarian,Highly Active,6,2,Teacher,1,16454,3040,0
7,Non-Vegetarian,Active,5,1,Artist,1,14073,2259,0
1,Pescatarian,Sedentary,8,4,Lawyer,1,3157,1834,0
6,Keto,Lightly Active,5,5,Business,1,6212,2112,0
10,Pescatarian,Highly Active,7,2,Freelancer,0,18187,3142,1
4,Non-Vegetarian,Lightly Active,7,6,Business,1,6547,2089,0
7,Pescatarian,Active,6,1,Engineer,0,13867,2558,0
9,Pescatarian,Highly Active,9,9,Engineer,0,19234,3562,1
5,Non-Vegetarian,Lightly Active,5,8,Doctor,0,9794,1813,0
10,Vegetarian,Highly Active,7,9,Nurse,0,18475,3406,1
5,Pescatarian,Lightly Active,6,8,Teacher,1,9145,2300,0
10,Keto,Highly Active,7,6,Teacher,0,16767,3256,1
4,Keto,Lightly Active,5,1,Lawyer,1,8722,2142,0
2,Vegan,Sedentary,9,8,Manager,0,1898,1757,0
9,Non-Vegetarian,Highly Active,5,4,Teacher,0,17905,3955,1
8,Non-Vegetarian,Active,6,8,Doctor,0,11709,2951,1
4,Pescatarian,Lightly Active,8,9,Freelancer,1,9663,2339,1
2,Keto,Sedentary,5,6,Freelancer,0,2775,1989,0
9,Non-Vegetarian,Highly Active,5,10,Artist,1,17639,3268,1
9,Keto,Highly Active,8,3,Teacher,0,19704,3525,1
9,Pescatarian,Highly Active,6,10,Nurse,0,16432,3583,1
6,Vegetarian,Lightly Active,8,6,Scientist,0,6146,2045,0
1,Keto,Sedentary,6,9,Nurse,0,2544,1788,0
1,Vegan,Sedentary,8,4,Engineer,0,4599,1734,0
7,Non-Vegetarian,Active,8,1,Doctor,1,11017,2847,0
1,Vegan,Sedentary,9,10,Scientist,0,2990,1631,0
4,Pescatarian,Lightly Active,7,8,Engineer,1,9149,2017,0
10,Keto,Highly Active,9,2,Scientist,1,16722,3995,1
10,Vegan,Highly Active,6,8,Nurse,0,17246,2724,1
10,Pescatarian,Highly Active,5,8,Lawyer,0,15705,4063,1
3,Pescatarian,Sedentary,7,9,Artist,0,2826,2094,0
7,Non-Vegetarian,Active,6,1,Business,1,13303,2710,0
4,Keto,Lightly Active,9,2,Doctor,0,5197,2079,0
2,Pescatarian,Sedentary,5,8,Lawyer,0,3124,1643,0
7,Vegan,Active,5,3,Nurse,0,14395,2451,0
10,Keto,Highly Active,9,10,Business,1,15221,3548,1
1,Keto,Sedentary,9,8,Business,1,3736,1783,0
1,Vegetarian,Sedentary,8,4,Teacher,1,2388,1847,0
2,Non-Vegetarian,Sedentary,7,8,Artist,1,4092,1767,0
2,Vegetarian,Sedentary,8,1,Artist,1,4310,1678,0
5,Vegan,Lightly Active,9,2,Lawyer,1,8023,1906,0
7,Vegetarian,Active,8,7,Nurse,1,10454,2693,1
5,Vegan,Lightly Active,8,9,Freelancer,1,7475,2013,1
10,Non-Vegetarian,Highly Active,8,8,Engineer,0,18422,3989,1
9,Pescatarian,Highly Active,5,3,Doctor,0,16688,3472,0
5,Keto,Lightly Active,8,2,Nurse,0,,2216,0
1,Non-Vegetarian,Sedentary,7,7,Manager,1,4966,1948,0
5,Vegan,Lightly Active,9,5,Manager,0,9737,1704,0
10,Pescatarian,Highly Active,8,6,Manager,0,17983,3034,1
5,Vegetarian,Lightly Active,5,3,Scientist,0,9395,2278,0
5,Vegan,Lightly Active,5,3,Manager,0,8825,2261,0
8,Non-Vegetarian,Active,5,3,Scientist,0,13043,2777,0
7,Vegan,Active,9,6,Manager,1,13455,2234,1
7,Non-Vegetarian,Active,8,5,Engineer,1,12230,2630,1
5,Vegetarian,Lightly Active,7,10,Doctor,0,9430,2142,1
2,Pescatarian,Sedentary,5,1,Scientist,1,1071,1919,0
3,Vegetarian,Sedentary,9,6,Lawyer,1,3813,1500,0
4,Non-Vegetarian,Lightly Active,7,9,Lawyer,1,5315,1900,0
4,Pescatarian,Lightly Active,7,2,Freelancer,0,5640,2328,0
8,Pescatarian,Active,5,3,Engineer,1,13866,2766,0
10,Keto,Highly Active,5,7,Lawyer,1,15279,3116,1
6,Vegan,Lightly Active,9,9,Artist,1,8828,2149,1
2,Vegan,Sedentary,8,1,Scientist,0,2167,1706,0
2,Non-Vegetarian,Sedentary,6,4,Doctor,1,3657,1736,0
1,Non-Vegetarian,Sedentary,9,10,Doctor,0,2537,1691,0
3,Pescatarian,Sedentary,6,10,Manager,0,1020,1760,0
5,Keto,Lightly Active,6,4,Business,0,8739,2345,0
10,Vegetarian,Highly Active,6,1,Artist,1,18602,3852,0
3,Non-Vegetarian,Sedentary,9,5,Freelancer,1,3530,1501,0
4,Vegetarian,Lightly Active,7,3,Doctor,1,6613,1845,0
10,Vegetarian,Highly Active,8,5,Business,1,18428,2811,1
6,Keto,Lightly Active,7,4,Teacher,1,7273,2552,0
2,Keto,Sedentary,9,6,Manager,0,2267,1901,0
5,Vegan,Lightly Active,7,4,Freelancer,1,6313,2230,0
9,Non-Vegetarian,Highly Active,7,9,Artist,1,15679,3980,1
2,Vegan,Sedentary,6,9,Nurse,0,2322,1726,0
4,Vegetarian,Lightly Active,9,3,Manager,1,6726,2163,0
3,Vegetarian,Sedentary,8,1,Scientist,0,2190,1715,0
8,Pescatarian,Active,5,1,Manager,1,10881,2980,0
6,Non-Vegetarian,Lightly Active,5,10,Nurse,0,9640,2233,1
9,Non-Vegetarian,Highly Active,7,2,Manager,1,19442,3200,1
5,Non-Vegetarian,Lightly Active,5,9,Scientist,1,6824,1912,0
7,Vegan,Active,9,3,Nurse,0,10425,2324,0
8,Vegetarian,Active,8,7,Lawyer,0,14062,2790,1
10,Vegan,Highly Active,7,4,Manager,0,17507,2999,1
3,Pescatarian,Sedentary,6,10,Manager,0,4277,2034,0
10,Pescatarian,Highly Active,5,1,Business,1,18790,,0
9,Pescatarian,Highly Active,8,6,Lawyer,1,15364,3336,1
5,Keto,Lightly Active,6,8,Business,1,5098,2223,0
9,Vegan,Highly Active,7,7,Scientist,0,17566,2770,1
5,Keto,Lightly Active,7,10,Nurse,0,9088,2627,1
1,Vegan,Sedentary,5,5,Lawyer,0,3869,1500,0
5,Vegan,Lightly Active,7,1,Freelancer,0,6908,1877,0
8,Pescatarian,Active,9,7,Freelancer,0,10076,2394,1
7,Non-Vegetarian,Active,7,1,Doctor,1,11900,2204,0
7,Vegetarian,Active,8,10,Artist,1,12336,2759,1
1,Vegan,Sedentary,8,3,Business,0,4504,1540,0
9,Pescatarian,Highly Active,7,10,Manager,1,16453,3652,1
10,Vegan,Highly Active,8,1,Lawyer,1,17884,3870,1
1,Pescatarian,Sedentary,8,5,Engineer,1,2304,1684,0
3,Non-Vegetarian,Sedentary,5,3,Business,1,4703,1755,0
6,Non-Vegetarian,Lightly Active,8,1,Scientist,0,5547,2385,0
2,Pescatarian,Sedentary,7,4,Manager,1,1280,1716,0
7,Vegetarian,Active,9,9,Scientist,1,13226,2226,1
8,Keto,Active,6,8,Lawyer,1,14983,2870,1
6,Vegan,Lightly Active,7,3,Business,1,7345,2141,0
6,Keto,Lightly Active,9,4,Artist,0,8788,2503,0
10,Keto,Highly Active,5,5,Manager,0,19529,3683,1
9,Vegan,Highly Active,5,3,Nurse,0,15381,3199,0
7,Non-Vegetarian,Active,5,6,Engineer,0,10330,2966,0
3,Vegan,Sedentary,7,2,Engineer,0,1626,1642,0
6,Non-Vegetarian,Lightly Active,5,6,Teacher,1,9851,2107,0
9,Vegan,Highly Active,6,6,Business,1,18185,3024,1
3,Vegan,Sedentary,7,5,Nurse,1,1281,1500,0
7,Pescatarian,Active,5,5,Teacher,1,10140,2506,0
6,Keto,Lightly Active,9,2,Scientist,0,,2342,0
4,Keto,Lightly Active,8,5,Freelancer,0,6144,2312,0
10,Non-Vegetarian,Highly Active,5,8,Business,0,17587,3279,1
5,Keto,Lightly Active,6,7,Manager,0,8652,2479,0
3,Keto,Sedentary,5,7,Artist,1,1145,2058,0
9,Keto,Highly Active,7,8,Business,1,16815,3999,1
1,Vegan,Sedentary,5,10,Lawyer,1,3961,1605,0
3,Keto,Sedentary,6,1,Teacher,0,1861,2141,0
4,Vegetarian,Lightly Active,8,10,Manager,1,5278,2254,1
10,Pescatarian,Highly Active,9,4,Scientist,1,16787,3462,1
7,Keto,Active,7,2,Freelancer,1,12939,2844,0
7,Keto,Active,9,10,Freelancer,0,14184,2450,1
6,Keto,Lightly Active,9,3,Manager,0,8680,2541,0
3,Keto,Sedentary,6,6,Scientist,0,3602,1748,0
9,Non-Vegetarian,Highly Active,6,4,Doctor,0,18806,3230,1
1,Pescatarian,Sedentary,8,10,Scientist,1,3529,1635,0
2,Pescatarian,Sedentary,6,10,Artist,1,2668,1960,0
3,Vegetarian,Sedentary,5,8,Freelancer,1,1622,1571,0
7,Vegan,Active,9,7,Scientist,0,11217,2623,1
6,Vegetarian,Lightly Active,7,7,Lawyer,1,9840,2273,0
4,Pescatarian,Lightly Active,8,4,Business,0,8193,2270,0
4,Pescatarian,Lightly Active,8,3,Business,1,6897,2405,0
5,Vegan,Lightly Active,8,9,Manager,1,8944,2039,1
7,Keto,Active,8,10,Freelancer,0,12917,3005,1
2,Pescatarian,Sedentary,6,7,Artist,1,3008,1621,0
10,Vegan,Highly Active,8,2,Nurse,0,15610,3577,1
9,Vegetarian,Highly Active,6,4,Freelancer,1,17477,3035,1
1,Non-Vegetarian,Sedentary,7,5,Teacher,0,1672,1506,0
5,Vegetarian,Lightly Active,7,1,Doctor,0,9695,2323,0
1,Keto,Sedentary,8,4,Lawyer,0,4544,1818,0
7,Keto,Active,7,8,Teacher,1,13961,2602,1
1,Vegetarian,Sedentary,7,9,Lawyer,1,4178,1778,0
3,Non-Vegetarian,Sedentary,8,2,Manager,1,2174,1895,0
9,Keto,Highly Active,7,4,Doctor,0,19515,3384,1
1,Keto,Sedentary,7,8,Lawyer,0,4017,1900,0
9,Pescatarian,Highly Active,6,10,Artist,1,19408,3817,1
7,Vegan,Active,6,1,Engineer,0,10656,2636,0
4,Non-Vegetarian,Lightly Active,8,7,Engineer,0,5419,1815,0
8,Pescatarian,Active,6,1,Lawyer,0,12352,2316,0
6,Pescatarian,Lightly Active,8,6,Nurse,0,8377,2587,0
10,Non-Vegetarian,Highly Active,7,5,Business,1,17800,2815,1
9,Keto,Highly Active,7,8,Engineer,0,15518,3562,1
2,Pescatarian,Sedentary,9,5,Engineer,0,2438,1730,0
2,Non-Vegetarian,Sedentary,9,9,Engineer,0,1417,1978,0
6,Pescatarian,Lightly Active,6,6,Artist,0,7922,1925,0
10,Pescatarian,Highly Active,8,4,Artist,1,19603,3708,1
3,Pescatarian,Sedentary,5,4,Doctor,1,4928,1641,0
7,Keto,Active,9,9,Teacher,1,12889,2541,1
3,Non-Vegetarian,Sedentary,8,2,Teacher,1,2111,1687,0
9,Vegan,Highly Active,5,4,Business,0,18842,3812,1
5,Vegan,Lightly Active,9,6,Teacher,0,6606,2140,0
4,Non-Vegetarian,Lightly Active,6,10,Scientist,1,6836,2184,0
6,Pescatarian,Lightly Active,9,8,Teacher,1,9424,2115,1
8,Vegetarian,Active,8,10,Doctor,1,10162,2261,1
8,Keto,Active,8,8,Freelancer,1,13838,2946,1
6,Non-Vegetarian,Lightly Active,8,4,Business,1,8286,2103,0
7,Vegetarian,Active,5,2,Engineer,0,11848,2220,0
10,Non-Vegetarian,Highly Active,9,10,Artist,1,17013,3951,1
6,Vegan,Lightly Active,6,10,Scientist,0,7421,2003,1
4,Non-Vegetarian,Lightly Active,6,5,Teacher,0,6663,1888,0
6,Keto,Lightly Active,8,3,Teacher,0,6788,2063,0
4,Pescatarian,Lightly Active,7,8,Lawyer,0,7367,2364,0
2,Non-Vegetarian,Sedentary,6,10,Teacher,0,1919,1665,0
8,Keto,Active,6,10,Manager,0,12545,2512,1
9,Vegan,Highly Active,6,8,Teacher,0,17190,2780,1
4,Pescatarian,Lightly Active,6,7,Doctor,1,6426,2472,0
1,Pescatarian,Sedentary,6,3,Scientist,1,2289,2079,0
10,Vegetarian,Highly Active,9,1,Teacher,1,19491,2842,1
1,Non-Vegetarian,Sedentary,6,6,Nurse,0,4839,1784,0
5,Pescatarian,Lightly Active,9,4,Business,0,9700,2058,0
1,Vegetarian,Sedentary,8,6,Artist,0,4946,,0
3,Keto,Sedentary,8,3,Doctor,1,,2119,0
7,Non-Vegetarian,Active,7,7,Scientist,0,10448,2374,1
4,Vegetarian,Lightly Active,9,4,Business,1,8830,1920,0
8,Vegan,Active,7,6,Doctor,0,10758,2693,1
6,Keto,Lightly Active,6,10,Doctor,1,8498,2334,1
10,Pescatarian,Highly Active,7,9,Nurse,0,18434,3157,1
3,Keto,Sedentary,6,4,Manager,0,3658,2061,0
7,Vegetarian,Active,5,10,Engineer,0,13023,2467,1
8,Non-Vegetarian,Active,5,9,Engineer,0,11438,2556,1
4,Keto,Lightly Active,5,9,Manager,1,9617,2549,0
5,Pescatarian,Lightly Active,6,8,Scientist,1,7104,2029,0
8,Vegan,Active,7,6,Scientist,1,13038,2519,1
1,Pescatarian,Sedentary,9,5,Teacher,1,2781,1698,0
6,Vegan,Lightly Active,7,1,Artist,1,9809,1762,0
3,Non-Vegetarian,Sedentary,8,4,Teacher,0,1067,1940,0
4,Non-Vegetarian,Lightly Active,7,4,Business,1,7807,2166,0
7,Keto,Active,9,3,Doctor,0,12262,3077,0
6,Vegan,Lightly Active,6,1,Freelancer,0,5308,1881,0
4,Pescatarian,Lightly Active,5,6,Scientist,0,6000,1969,0
8,Non-Vegetarian,Active,5,10,Artist,1,10818,2615,1
4,Non-Vegetarian,Lightly Active,8,1,Lawyer,1,5823,2087,0
2,Keto,Sedentary,7,10,Business,0,3684,1939,0
3,Non-Vegetarian,Sedentary,5,7,Scientist,0,1379,1947,0
1,Vegetarian,Sedentary,5,5,Artist,0,2127,1738,0
6,Pescatarian,Lightly Active,5,10,Nurse,0,6087,2398,0
7,Vegetarian,Active,6,3,Freelancer,1,14085,2788,0
9,Non-Vegetarian,Highly Active,6,7,Business,1,16533,2976,1
3,Vegetarian,Sedentary,5,9,Scientist,0,4661,1576,0
3,Keto,Sedentary,8,9,Nurse,0,2482,1885,0
6,Vegan,Lightly Active,6,6,Lawyer,0,8728,1761,0
10,Keto,Highly Active,6,2,Doctor,0,16491,3930,1
6,Keto,Lightly Active,9,7,Nurse,0,5593,2478,1
8,Vegetarian,Active,6,10,Artist,0,12224,2852,1
3,Vegan,Sedentary,7,2,Freelancer,1,2273,1833,0
1,Keto,Sedentary,8,4,Artist,1,4410,1755,0
10,Vegan,Highly Active,9,8,Business,0,17764,2804,1
6,Keto,Lightly Active,7,10,Scientist,1,5414,2606,1
8,Vegetarian,Active,7,5,Doctor,1,12606,2832,1
